doc_id,start_pos,end_pos,surface,type,identifier
document_000094.html,66,79,Musical Union,MISC,Q11991993
document_000095.html,96,123,institution degli Orfanelli,ORG,NIL
document_000098.html,83,97,Miss Rainforth,PER,Q17355767
document_000099.html,1,11,La Cascina,MISC,NIL
document_000099.html,16,23,Statira,MISC,NIL
document_000099.html,51,60,Artaserse,MISC,NIL
document_000099.html,66,81,Alessandro nell,MISC,NIL
document_000103.html,11,23,Ettore Fiori,PER,Q55912552
document_000106.html,0,9,Thornhill,PER,Q1681192
document_000106.html,50,55,Prior,PER,NIL
document_000107.html,108,122,Grosvenor Hall,LOC,Q5610643
document_000108.html,68,92,Charles V. et Dugueselin,MISC,NIL
document_000110.html,125,140,Theodore Distin,PER,Q76098551
document_000110.html,84,100,Florence Wydford,PER,NIL
document_000111.html,105,144,Almanach général de tous les spectacles,MISC,Q3235618
document_000114.html,1,43,Lives of the Professors of Gresham College,MISC,NIL
document_000115.html,5,15,Saltarello,MISC,not in Wikidata
document_000117.html,20,47,Introduction and Variations,MISC,NIL
document_000119.html,29,35,London,LOC,Q84
document_000119.html,37,41,Bath,LOC,Q22889
document_000124.html,86,96,Cannobiano,LOC,Q3982039
document_000128.html,0,3,The,MISC,NIL
document_000129.html,85,94,Gasparini,PER,Q446955
document_000133.html,69,74,Italy,LOC,Q38
document_000134.html,51,57,London,LOC,Q84
document_000136.html,23,53,Allegretto Scherzando con Brio,MISC,NIL
document_000137.html,57,73,Pio Glanchettini,PER,Q18819786
document_000139.html,12,32,Studii of Palestrina,MISC,NIL
document_000141.html,103,109,Naples,LOC,Q2634
document_000143.html,14,54,Counterpoint of the ancients and moderns,MISC,NIL
document_000144.html,0,15,Mr. Kalkbrenner,PER,Q170270
document_000145.html,55,60,Pagin,PER,Q516496
document_000145.html,81,91,Gi- ardini,PER,NIL
document_000147.html,60,69,J. Barney,PER,NIL
document_000149.html,97,105,Bradford,LOC,Q22905
document_000151.html,58,75,trio of the Fates,MISC,NIL
document_000154.html,44,57,Miss Stephens,PER,Q5052928
document_000155.html,33,46,Mr. H. Keeton,PER,Q1438256
document_000156.html,31,42,Amy Aylward,PER,NIL
document_000156.html,77,92,Marian Williams,PER,NIL
document_000158.html,30,36,Berliz,LOC,Q64
document_000159.html,99,110,Mr. Clifton,PER,Q6224338
document_000159.html,112,122,Mr. Crouch,PER,NIL
document_000162.html,102,114,Briderkizche,LOC,NIL
document_000163.html,0,6,Rachel,PER,NIL
document_000165.html,0,17,Signor Sabastiani,PER,Q109802688
document_000169.html,52,82,Charleston Presbyterian Church,LOC,NIL
document_000170.html,0,8,M. Spohr,PER,Q57226
document_000170.html,52,67,Pietra @ Albano,MISC,NIL
document_000171.html,79,88,Beethoven,PER,Q255
document_000176.html,31,40,Argentina,LOC,Q588377
document_000177.html,0,8,Grazioli,PER,Q1525873
document_000178.html,46,59,Newnham Croft,LOC,Q7018643
document_000184.html,39,53,Trinity Chapel,LOC,Q7842633
document_000186.html,49,59,Dr. Bridge,PER,Q5497415
document_000186.html,107,115,Oratorio,MISC,NIL
document_000187.html,120,125,psalm,MISC,Q41064
document_000189.html,66,85,Mademoiselle Sontag,PER,Q64098
document_000190.html,73,81,Caffiaux,PER,NIL
document_000191.html,25,32,Antient,MISC,Q17510840
document_000191.html,4,16,Philharmonic,ORG,NIL
document_000192.html,0,6,Ramsay,PER,Q654775
document_000194.html,38,71,National Training School of Music,ORG,Q55082727
document_000198.html,0,9,Dr. Barry,PER,NIL
document_000198.html,170,177,Society,ORG,NIL
document_000201.html,55,60,China,LOC,Q148
document_000203.html,45,54,Macfarren,PER,Q1374708
document_000203.html,34,43,S. Glover,PER,NIL
document_000204.html,59,71,Dr. Sullivan,PER,NIL
document_000206.html,3,14,In Memoriam,MISC,NIL
document_000209.html,80,97,Maestro del Fante,PER,Q18416097
document_000210.html,62,73,Alfred Shaw,PER,Q3291051
document_000210.html,91,99,Phillips,PER,NIL
document_000213.html,38,77,Accompanying Harmonies to Psalter Noted,MISC,NIL
document_000218.html,39,62,Chapel Royal of Prussia,ORG,NIL
document_000219.html,66,72,France,LOC,Q142
document_000223.html,54,65,Marie Duval,PER,NIL
document_000225.html,43,60,Hallfield - place,LOC,NIL
document_000226.html,71,90,Dr. H. J. Gauntlett,PER,Q11925412
document_000227.html,99,111,Fanny Steers,PER,Q104234927
document_000228.html,70,79,Louis XIV,PER,NIL
document_000231.html,23,37,Miss Rainforth,PER,Q17355767
document_000234.html,0,7,Beasley,PER,NIL
document_000234.html,28,45,Alice Mary Curtis,PER,NIL
document_000234.html,47,58,nia Sheehan,PER,NIL
document_000237.html,0,10,Lord Bacon,PER,Q37388
document_000238.html,10,37,St. Mary - at - Hill Church,LOC,Q7594548
document_000240.html,21,45,Catalogue of Manuscripts,MISC,NIL
document_000241.html,39,46,Society,ORG,NIL
document_000242.html,37,51,theatre Favart,LOC,Q872222
document_000246.html,58,66,Abesford,LOC,NIL
document_000248.html,4,8,York,LOC,Q42462
document_000248.html,22,29,meeting,MISC,NIl
document_000249.html,2,26,Mrs. Mounsey Bartholomew,PER,Q4766585
document_000249.html,28,37,J. Barnby,PER,NIL
document_000250.html,0,6,Sontag,PER,Q64098
document_000250.html,26,34,Brussels,LOC,Q9005
document_000253.html,29,45,Lord Chamberlain,PER,Q541755
document_000253.html,8,17,Mr. Hawes,PER,NIL
document_000254.html,0,10,Mr. Linley,PER,Q5541748
document_000259.html,64,98,National Training School for Music,ORG,Q55082727
document_000260.html,0,5,Grisi,PER,Q287344
document_000262.html,67,83,Societa Armonica,ORG,NIL
document_000263.html,0,7,Tauride,MISC,NIL
document_000267.html,42,62,CHARLES JOSEPH FROST,PER,Q94766323
document_000267.html,0,27,A COLLECTION OF ORGAN PIECE,MISC,NIL
document_000269.html,73,80,Paccini,PER,Q357022
document_000270.html,24,35,Mrs. Bridge,PER,NIL
document_000272.html,13,30,Ciro riconosciuto,MISC,Q18325000
document_000280.html,40,61,Chevalier de Lorraine,PER,Q916954
document_000281.html,51,60,Schneider,PER,Q213906
document_000282.html,0,5,Ferri,PER,Q804749
document_000282.html,80,98,cross of Calatrava,ORG,Q756910
document_000282.html,239,245,Athens,LOC,Q1524
document_000283.html,78,92,Crystal Palace,LOC,Q202902
document_000283.html,0,18,Symphony in E flat,MISC,NIL
document_000284.html,22,37,Madame Caradori,PER,Q16065895
document_000284.html,42,64,Mademoiselle Brambilla,PER,Q3847905
document_000284.html,80,95,Signors Curioni,PER,Q87346693
document_000284.html,97,107,Pellegrini,PER,NIL
document_000284.html,113,118,Porto,PER,NIL
document_000287.html,84,99,Rev. Mr. Liston,PER,Q5724966
document_000289.html,45,62,Adelaide Phillips,PER,Q4681758
document_000290.html,36,47,the Passion,MISC,Q237382
document_000291.html,0,6,Varesi,PER,Q102075928
document_000292.html,52,57,Rebel,PER,NIL
document_000294.html,30,46,Miss Edith Wynne,PER,Q7422270
document_000294.html,48,60,Madame Patey,PER,Q6153509
document_000295.html,93,102,Spectator,ORG,Q1790750
document_000297.html,46,56,Mr. Cowper,PER,Q315537
document_000298.html,0,12,Mr. J. Wylde,PER,NIL
document_000301.html,50,57,Soretti,PER,NIL
document_000303.html,29,41,Sir W. Scott,PER,Q79025
document_000309.html,49,69,Dr. Clarke Whitfield,PER,Q6226247
document_000310.html,23,32,Miss Wood,PER,NIL
document_000314.html,54,64,Rudolstadt,LOC,Q517107
document_000315.html,75,90,Mr. T. M. Mudie,PER,Q18577092
document_000316.html,74,92,Her Royal Highness,PER,Q61328
document_000318.html,41,50,Cambridge,LOC,Q350
document_000319.html,17,29,Boyton Smith,PER,Q110136517
document_000319.html,59,74,E. M. Delaborde,PER,NIL
document_000319.html,99,111,E. H. Turpin,PER,NIL
document_000319.html,198,209,J. Tilleard,PER,NIL
document_000321.html,0,11,Crescentini,PER,Q552124
document_000321.html,48,69,conservatory of Peris,ORG,Q463055
document_000323.html,46,74,Prince de la Tour d’Auvergne,PER,Q3132295
document_000323.html,80,98,Dake of Manchester,PER,Q860041
document_000329.html,69,97,Kidderminster Choral Society,ORG,NIL
document_000331.html,68,84,Renfrew - street,LOC,NIL
document_000333.html,4,21,Fitzwilliam Music,MISC,Q1421448
document_000334.html,32,39,England,LOC,Q21
document_000338.html,43,55,M. Tolbeeque,PER,Q2871419
document_000344.html,160,171,Lord Dudley,PER,Q8019995
document_000348.html,44,57,Covent Garden,LOC,Q55018
document_000348.html,61,71,Drury Lane,LOC,Q1756626
document_000349.html,13,35,G. and W. B. Whittaker,ORG,Q19862364
document_000349.html,57,73,Clementi and Co.,ORG,NIL
document_000351.html,0,13,Dr. Harington,PER,Q18671401
document_000353.html,48,57,Helmstadt,LOC,Q504431
document_000355.html,83,99,Academy of Music,ORG,Q4671497
document_000356.html,0,26,The Merry Wives of Windsor,MISC,NIL
document_000357.html,27,36,Shakspere,PER,Shakspere
document_000358.html,154,168,Signer -Monari,PER,Q3680460
document_000365.html,4,21,Duke of Edinburgh,PER,Q158143
document_000365.html,142,164,Royal Academy of Music,ORG,Q1144673
document_000377.html,23,41,Duke of Cumberland,PER,Q162302
document_000378.html,37,50,Archbishop of,PER,Q3048710
document_000378.html,51,55,York,LOC,Q42462
document_000380.html,77,96,Der Leopard und der,MISC,NIL
document_000382.html,29,35,Gnecco,PER,Q1121021
document_000385.html,3,28,Sona of the Roving Gypsey,MISC,NIL
document_000387.html,85,110,Journal of Professor Voss,ORG,NIL
document_000389.html,0,37,Variations on a favourite Russian Air,MISC,NIL
document_000389.html,59,78,Brilliant Polonaise,MISC,NIL
document_000390.html,112,119,Bristol,LOC,Q23154
document_000393.html,0,13,National Hymn,MISC,Q40807
document_000393.html,61,76,Prince of Wales,PER,Q20875
document_000394.html,27,43,Achille in Sciro,MISC,Q18280239
document_000394.html,2,17,Amore in Musica,MISC,NIL
document_000394.html,86,97,J Olympiade,MISC,NIL
document_000395.html,14,21,Clifton,LOC,Q2376216
document_000396.html,87,92,Baden,LOC,Q4100
document_000396.html,18,35,Catl August Weber,PER,NIL
document_000397.html,0,9,Dr. Sponr,PER,Q57226
document_000398.html,151,165,Der Freischutz,MISC,Q156435
document_000400.html,21,30,Canticles,MISC,Q51670
document_000400.html,48,72,His Grace the Archbishop,PER,Q377308
document_000402.html,79,92,Musical World,MISC,Q115925788
document_000403.html,196,204,M. Eroff,PER,NIL
document_000403.html,220,230,M. Fontana,PER,NIL
document_000405.html,0,13,Mr. Kiallmark,PER,Q18671297
document_000408.html,45,55,Mr. Waters,PER,Q16859200
document_000409.html,20,36,Mr. E. J. Bilton,PER,Q110966934
document_000409.html,55,64,Cambridge,LOC,Q350
document_000410.html,16,29,Francis Fowke,PER,NIL
document_000410.html,39,51,Sir W. Jones,PER,NIL
document_000411.html,32,41,Meiningen,LOC,Q487278
document_000412.html,2,15,Le Colporteur,MISC,NIL
document_000413.html,66,80,Portland Hotel,LOC,NIL
document_000414.html,63,67,Hall,LOC,NIL
document_000418.html,138,150,Skating Rink,LOC,NIL
document_000419.html,61,76,Vernon - street,LOC,NIL
document_000420.html,0,8,The Glee,MISC,NIL
document_000420.html,10,24,the Elf - King,MISC,NIL
document_000421.html,4,12,Crociato,MISC,NIL
document_000421.html,65,78,Melographicon,MISC,NIL
document_000421.html,84,92,Mengozzi,PER,NIL
document_000424.html,87,104,chapel of Loretto,LOC,Q654996
document_000427.html,49,60,Mr. Novello,PER,Q2526705
document_000428.html,36,41,York.,LOC,Q1984708
document_000428.html,32,35,New,LOC,New
document_000429.html,0,6,Seguin,PER,NIL
document_000430.html,46,64,Duke of Cumberland,PER,Q162302
document_000432.html,0,13,M. Le- vassor,PER,Q3385954
document_000433.html,49,71,Royal Society of Musi-,ORG,Q7374846
document_000436.html,4,19,W. H.- Cummings,PER,Q3827349
document_000440.html,41,62,Mass for Eight Voices,MISC,Q723790
document_000442.html,39,54,British Schools,ORG,NIL
document_000443.html,59,66,Denmark,LOC,Q35
document_000444.html,42,54,F. W. Crouch,PER,Q5497599
document_000446.html,0,5,Ebdon,PER,Q3525084
document_000446.html,8,18,Magnificat,MISC,NIL
document_000446.html,23,36,Nunc dimittis,MISC,NIL
document_000448.html,0,9,Battimore,LOC,Q5092
document_000450.html,72,93,Morden College Chapel,LOC,NIL
document_000451.html,54,66,Sonderhausen,LOC,Q517407
document_000451.html,124,144,Prince of Swartzburg,PER,Q832878
document_000453.html,109,117,St. Mark,LOC,Q172988
document_000455.html,44,67,Memoir of Central India,MISC,NIL
document_000458.html,111,132,La Gloria degli amori,MISC,NIL
document_000458.html,136,143,Eraelea,MISC,NIL
document_000461.html,26,36,MISS DOLBY,PER,Q4164386
document_000461.html,41,68,FELIX MENDELLSOAN BARTHOLDY,PER,Q46096
document_000466.html,56,62,Prowse,ORG,Q16988845
document_000466.html,69,84,Haoway - street,LOC,NIL
document_000466.html,114,146,Choruses in the Messiah as Duets,MISC,NIL
document_000467.html,32,42,Miss Paton,PER,Q16888398
document_000467.html,77,99,Mademoiselle Brambilla,PER,Q3984276
document_000468.html,5,17,Maid of Isla,MISC,NIL
document_000469.html,46,62,Jupiter Symphony,MISC,Q232367
document_000470.html,56,70,Mrs. Moscheles,PER,Q159551
document_000471.html,93,131,His Royal Highness the Prince of Wales,PER,Q20875
document_000473.html,2,18,Pastoral Cantata,MISC,NIL
document_000476.html,33,39,Coccia,PER,NIL
document_000476.html,42,45,Ero,MISC,NIL
document_000478.html,0,6,Gloria,MISC,NIL
document_000478.html,7,9,in,MISC,NIL
document_000478.html,10,18,Excelsis,MISC,NIL
document_000478.html,60,74,Mass Fantasias,MISC,NIL
document_000478.html,81,87,Martha,PER,NIL
document_000481.html,38,54,Miss E. Thompson,PER,NIL
document_000481.html,64,75,G. Eagleton,PER,NIL
document_000481.html,77,82,Hagan,PER,NIL
document_000486.html,54,65,Massaniello,MISC,Q470773
document_000488.html,51,55,City,LOC,Q84
document_000490.html,0,33,The Sun on the Lake shines serene,MISC,NIL
document_000493.html,10,24,Richard Clarke,PER,NIL
document_000494.html,68,78,Great Room,LOC,NIL
document_000495.html,0,6,Braham,PER,Q5231664
document_000496.html,34,52,Sir Fohn Stevenson,PER,Q4442571
document_000496.html,0,23,The Rose and the Lil ly,MISC,NIL
document_000498.html,33,72,Railway Clearing House Musical Society+,ORG,NIL
document_000499.html,89,112,his Majesty the Emperor,PER,Q76555
document_000505.html,0,7,Eichner,PER,Q473837
document_000506.html,0,10,Mr. Cramer,PER,Q455212
document_000507.html,21,29,Angelica,MISC,NIL
document_000510.html,17,40,Joseph and his Brethren,MISC,Q3184458
document_000511.html,60,69,Mr. Pixis,PER,Q571716
document_000514.html,41,56,J. F. Walmisley,PER,NIL
document_000519.html,4,13,Impromptu,MISC,Q7912616
document_000520.html,0,12,Mr. J. Jones,PER,NIL
document_000520.html,44,61,Mr. F. C. Watkins,PER,NIL
document_000523.html,159,167,Hamilton,PER,Q18671568
document_000523.html,169,176,Thomson,PER,Q5545192
document_000523.html,213,223,Cunningham,PER,NIL
document_000525.html,133,141,Endymion,MISC,NIL
document_000527.html,37,54,Letters to Garcia,MISC,NIL
document_000529.html,0,11,M. Barriere,PER,Q726908
document_000533.html,0,8,Schumann,PER,Q7351
document_000535.html,48,57,Mr. Parke,PER,Q18757223
document_000537.html,0,8,Philidor,PER,Q362339
document_000539.html,144,162,Theatre Montausier,LOC,NIL
document_000541.html,33,38,Court,ORG,NIL
document_000543.html,25,37,M. Siismayer,PER,Q310518
document_000543.html,74,83,Breitkopf,PER,Q55902416
document_000547.html,45,50,Paris,LOC,Q90
document_000547.html,272,291,Royal Italian Opera,ORG,Q55018
document_000547.html,184,203,Italian Opera House,ORG,NIL
document_000548.html,22,48,Princess Belmonte Spinelli,PER,Q23010905
document_000550.html,71,92,Conservatory of Music,ORG,Q1439627
document_000553.html,37,47,M. Jullien,PER,Q660539
document_000555.html,93,102,Haymarket,LOC,Q893034
document_000557.html,85,111,Academie Royale de Musique,ORG,Q283339
document_000558.html,0,17,Master Whitehouse,PER,NIL
document_000558.html,19,34,Mr. A. Marriott,PER,NIL
document_000558.html,36,46,Mr. Mellor,PER,NIL
document_000558.html,52,58,Mr. O.,PER,NIL
document_000560.html,149,156,Mariano,PER,NIL
document_000570.html,80,85,Egypt,LOC,Q79
document_000572.html,25,32,Feydeau,LOC,Q825805
document_000572.html,105,114,M. Huguot,PER,NIL
document_000573.html,23,41,Mademoiselle Pasta,PER,Q240963
document_000576.html,17,31,Mr. Carmichael,PER,NIL
document_000576.html,82,112,Building Fund for The Soloists,ORG,NIL
document_000576.html,137,154,Miss Marie Ternan,PER,NIL
document_000578.html,16,22,Stiick,MISC,Q2654296
document_000579.html,52,74,City of London College,ORG,NIL
document_000580.html,107,117,T. Wingham,PER,NIL
document_000586.html,67,74,Telford,PER,NIL
document_000590.html,0,9,Mr. Ebers,PER,Q6231101
document_000596.html,31,45,Trinity Church,LOC,Q5886537
document_000597.html,0,24,Antoine Barthelemi Bruni,PER,Q599823
document_000598.html,21,30,Valentini,PER,NIL
document_000598.html,54,59,Cirio,PER,NIL
document_000601.html,16,57,Accompanying Harmonies to Brief Directory,MISC,NIL
document_000603.html,46,54,Phillips,PER,Q18671452
document_000603.html,56,60,Hill,PER,NIL
document_000604.html,12,22,Palestrina,LOC,Q243133
document_000604.html,53,63,Palestrina,LOC,Q243133
document_000604.html,69,78,Preeneste,LOC,Q243133
document_000608.html,93,106,Parish Church,ORG,NIL
document_000609.html,81,90,Mr. Ellis,PER,NIL
document_000610.html,72,93,Stabat mater dolorosa,MISC,NIL
document_000611.html,14,21,Morroni,PER,NIL
document_000611.html,60,66,Sborgi,PER,NIL
document_000614.html,42,55,Miss Stephens,PER,Q5052928
document_000614.html,57,70,Signor Garcia,PER,NIL
document_000614.html,101,109,Phillips,PER,NIL
document_000616.html,74,86,W. Eavestaff,PER,NIL
document_000619.html,95,115,Westminster Aquarium,LOC,Q7373667
document_000620.html,79,96,Licéo Filarmonico,ORG,Q368820
document_000628.html,80,87,Bennett,PER,Q201164
document_000628.html,99,106,Martini,PER,Q283651
document_000630.html,91,100,P. Verini,PER,NIL
document_000631.html,0,15,Louis Capotorti,PER,Q17992489
document_000634.html,0,6,Morley,PER,NIL
document_000634.html,80,91,Mr. Kempton,PER,NIL
document_000638.html,139,145,Greece,LOC,Q41
document_000638.html,150,154,Rome,LOC,Q220
document_000640.html,73,89,Hanover - street,LOC,NIL
document_000646.html,0,5,Furno,PER,Q555808
document_000647.html,54,69,Egmont Overture,MISC,Q1156413
document_000648.html,91,110,English Opera House,LOC,Q55018
document_000649.html,0,2,B.,PER,NIL
document_000649.html,4,8,Oxon,PER,NIL
document_000649.html,11,25,W. J. Jennings,PER,NIL
document_000654.html,30,36,Kéchel,PER,Q78529
document_000656.html,71,85,Mr. John Parry,PER,Q6251987
document_000656.html,12,23,Miss Flower,PER,NIL
document_000659.html,0,18,Mr. Henry Aldridge,PER,NIL
document_000662.html,59,66,Bellini,PER,Q170209
document_000663.html,49,62,Jane Whitaker,PER,NIL
document_000665.html,88,114,Academie Royale de Musique,ORG,Q283339
document_000667.html,18,34,Signor de Beguis,PER,Q3770409
document_000669.html,36,51,String Quintett,MISC,Q3133298
document_000670.html,29,40,L’Olimpiade,MISC,Q1225668
document_000670.html,45,55,Demofoonte,MISC,Q3022187
document_000670.html,73,89,Giu riconosciuto,MISC,NIL
document_000671.html,12,22,Symphonyin,MISC,Q260957
document_000671.html,67,68,A,MISC,Q260957
document_000671.html,24,25,",",MISC,Q260957
document_000671.html,54,55,",",MISC,Q260957
document_000672.html,29,49,Mr. Walter Macfarren,PER,Q18954633
document_000673.html,33,48,Catholic Clergy,ORG,Q1195138
document_000676.html,39,45,Cramer,PER,Q455212
document_000677.html,33,48,Padrr Sabbatini,PER,NIL
document_000678.html,29,35,Boston,LOC,Q100
document_000680.html,4,21,Fitzwilliam Music,MISC,Q1421448
document_000681.html,61,69,Gavinies,PER,Q490205
document_000682.html,49,62,Madame Brooke,PER,NIL
document_000682.html,89,105,Miss Julia Jones,PER,NIL
document_000682.html,137,155,Mr. W. H. Phillips,PER,NIL
document_000687.html,0,9,M. Danjou,PER,Q444728
document_000688.html,72,88,Hanover - street,LOC,NIL
document_000690.html,69,74,Egypt,LOC,Q79
document_000691.html,147,165,Signor Santar elli,PER,Q5565524
document_000693.html,85,91,France,LOC,Q142
document_000694.html,27,35,Preciosa,MISC,NIL
document_000696.html,28,34,Storge,PER,NIL
document_000697.html,39,50,Exeter Hall,ORG,Q81173
document_000698.html,63,74,P. A. Corri,PER,Q7183128
document_000699.html,96,119,Santa Maria ad Martyras,LOC,Q99309
document_000701.html,41,53,J. Moscheles,PER,Q159551
document_000702.html,146,154,Cornhill,LOC,Q1782039
document_000702.html,247,261,United Kingdom,LOC,Q145
document_000702.html,132,144,Finch - line,LOC,NIL
document_000703.html,27,29,M.,PER,Q289996
document_000707.html,54,63,Dr. Fowle,PER,NIL
document_000710.html,165,174,Dr. Dykes,PER,Q3269824
document_000712.html,0,9,the Déuce,MISC,NIL
document_000713.html,0,9,M. Choron,PER,Q1392901
document_000714.html,67,76,Jarnowick,PER,Q1526160
document_000714.html,85,91,France,LOC,Q142
document_000716.html,70,79,Mr. Neate,PER,Q18526894
document_000716.html,299,308,Mr. Neate,PER,Q18526894
document_000717.html,52,81,the Honourable Richard Strutt,PER,Q75270792
document_000718.html,84,95,Ghibellines,ORG,Q187742
document_000718.html,108,115,Guelphs,ORG,Q187742
document_000719.html,233,257,National Training School,ORG,Q55082727
document_000721.html,126,133,d’Angri,PER,Q5358988
document_000723.html,47,58,Schramstein,LOC,Q878205
document_000723.html,117,127,Konigstein,LOC,NIL
document_000725.html,268,272,Czar,PER,Q130734
document_000726.html,247,261,South - street,LOC,Q28803180
document_000726.html,161,167,Taylor,PER,NIL
document_000727.html,26,43,London University,ORG,Q193196
document_000728.html,20,41,Church Choral Society,ORG,Q379124
document_000728.html,248,256,New York,LOC,Q60
document_000728.html,280,291,Mr. Dossert,PER,NIL
document_000729.html,112,120,Servilia,PER,Q63534091
document_000729.html,169,174,Annio,PER,Q63534077
document_000729.html,78,93,Signora Clarini,PER,NIL
document_000729.html,136,144,Graziani,PER,NIL
document_000730.html,102,117,Madame Caradori,PER,Q16065895
document_000730.html,310,320,Miss Paton,PER,Q16888398
document_000730.html,188,197,Pavestine,MISC,NIL
document_000731.html,58,79,La Naissance de Venus,MISC,NIL
document_000733.html,108,114,Greene,PER,Q615819
document_000733.html,123,128,Nares,PER,Q463998
document_000733.html,58,65,Gibbons,PER,NIL
document_000733.html,70,75,Child,PER,NIL
document_000734.html,0,9,John Bull,PER,Q511463
document_000734.html,69,92,English National Anthem,MISC,Q327133
document_000735.html,319,328,Mrs. Shaw,PER,Q3291051
document_000736.html,226,255,Lieutenant - Colonel Perronet,PER,Q4670375
document_000740.html,223,234,C. Eberwein,PER,Q216234
document_000740.html,163,175,F. W. Riemar,PER,NIL
document_000741.html,0,23,Madame Kraus - Wranisky,PER,Q55895823
document_000741.html,48,62,Madame Seidler,PER,Q6373188
document_000742.html,18,38,Mademoiselle Lalande,PER,Q3132487
document_000743.html,54,64,Drill Hall,LOC,NIL
document_000743.html,179,193,In Hammersbach,MISC,NIL
document_000743.html,237,258,Pomp and Circumstance,MISC,NIL
document_000743.html,170,175,March,MISC,NIL
document_000743.html,68,70,No,MISC,NIL
document_000743.html,268,271,. 1,MISC,NIL
document_000744.html,142,147,Italy,LOC,Q38
document_000744.html,286,291,Orfeo,MISC,Q723776
document_000744.html,387,410,grand * duke of Tuscany,PER,Q151321
document_000746.html,235,243,Wynthorp,LOC,NIL
document_000747.html,267,275,Griselda,MISC,Q97176620
document_000747.html,75,79,faro,MISC,NIL
document_000747.html,86,96,Miss Birch,PER,NIL
document_000748.html,191,210,Royal Italian Opera,LOC,Q55018
document_000748.html,381,388,Colomba,MISC,NIL
document_000749.html,211,220,Jarnowick,PER,Q1526160
document_000751.html,91,98,Durante,PER,Q2286657
document_000756.html,162,179,As the Hart pants,MISC,Q1192046
document_000756.html,122,129,Loreley,MISC,NIL
document_000756.html,132,142,98th Psalm,MISC,NIL
document_000756.html,145,154,Ave Maria,MISC,NIL
document_000756.html,257,270,C. ]. Stevens,PER,NIL
document_000757.html,159,178,Royai Italian Opera,ORG,Q55018
document_000757.html,236,251,Signor Nicolini,PER,Q3083329
document_000757.html,253,267,Signor Marconi,PER,Q5479431
document_000757.html,320,330,M. Devoyod,PER,Q27928845
document_000757.html,332,348,Signor De Reszké,PER,NIL
document_000758.html,104,126,Rasoumowski Quartet in,MISC,Q3927118
document_000759.html,20,40,Les Néces de Gamache,MISC,NIL
document_000759.html,122,129,Sauvage,PER,NIL
document_000760.html,202,219,Barber of Seville,MISC,Q208659
document_000762.html,221,226,Jacob,PER,Q1339
document_000763.html,68,74,Parker,PER,NIL
document_000765.html,148,163,France Wusicale,ORG,Q3209228
document_000765.html,229,246,Gazelle AZusicale,ORG,Q3428721
